concessionaria;mes_ano;sentido;praca;tipo_cobranca;categoria;tipo_de_veiculo;volume_total
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 2";"Comercial";28417
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 2";"Comercial";30015
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 2";"Comercial";24545
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 2";"Comercial";26887
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 2";"Comercial";22002
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 2";"Comercial";23556
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 2";"Comercial";19513
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 2";"Comercial";23125
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 2";"Comercial";19585
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 2";"Comercial";21304
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 2";"Comercial";22361
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 2";"Comercial";23990
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 3";"Passeio";2021
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 3";"Passeio";2179
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 3";"Passeio";1321
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 3";"Passeio";1529
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 3";"Passeio";1039
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 3";"Passeio";1302
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 3";"Passeio";1094
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 3";"Passeio";1184
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 3";"Passeio";936
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 3";"Passeio";1001
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 3";"Passeio";770
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 3";"Passeio";864
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 3";"Passeio";807
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 3";"Passeio";805
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 3";"Passeio";1013
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 3";"Passeio";1075
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 4";"Comercial";38134
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 4";"Comercial";41779
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 4";"Comercial";37074
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 4";"Comercial";35544
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 4";"Comercial";33696
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 4";"Comercial";31294
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 4";"Comercial";35588
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 4";"Comercial";32267
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 4";"Comercial";35144
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 4";"Comercial";31354
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 4";"Comercial";30620
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 4";"Comercial";28092
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 4";"Comercial";29437
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 4";"Comercial";27102
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 4";"Comercial";29916
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 4";"Comercial";27601
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 5";"Passeio";223
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 5";"Passeio";218
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 5";"Passeio";200
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 5";"Passeio";208
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 5";"Passeio";177
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 5";"Passeio";202
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 5";"Passeio";176
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 5";"Passeio";187
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 5";"Passeio";152
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 5";"Passeio";159
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 5";"Passeio";138
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 5";"Passeio";155
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 5";"Passeio";143
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 5";"Passeio";144
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 5";"Passeio";167
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 5";"Passeio";174
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 6";"Comercial";21022
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 6";"Comercial";21718
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 6";"Comercial";25850
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 6";"Comercial";27996
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 6";"Comercial";21825
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 6";"Comercial";23295
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 6";"Comercial";22842
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 6";"Comercial";21942
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 6";"Comercial";24349
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 6";"Comercial";21134
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 6";"Comercial";18220
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 6";"Comercial";19182
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 6";"Comercial";17666
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 6";"Comercial";19123
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 6";"Comercial";17919
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 6";"Comercial";19905
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 7";"Comercial";14754
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 7";"Comercial";13932
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 7";"Comercial";22260
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 7";"Comercial";18124
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 7";"Comercial";19763
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 7";"Comercial";16380
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 7";"Comercial";18517
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 7";"Comercial";15496
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 7";"Comercial";16993
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 7";"Comercial";14177
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 7";"Comercial";15101
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 7";"Comercial";12414
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 7";"Comercial";14833
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 7";"Comercial";12226
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 7";"Comercial";14906
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 7";"Comercial";12115
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 8";"Comercial";21374
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 8";"Comercial";22902
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 8";"Comercial";35608
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 8";"Comercial";37826
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 8";"Comercial";33223
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 8";"Comercial";36134
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 8";"Comercial";33685
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 8";"Comercial";38800
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 8";"Comercial";31229
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 8";"Comercial";41129
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 8";"Comercial";27427
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 8";"Comercial";25287
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 8";"Comercial";26859
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 8";"Comercial";26031
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 8";"Comercial";26424
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 8";"Comercial";25478
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 9";"Moto";24434
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 9";"Moto";26369
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 9";"Moto";10514
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 9";"Moto";11730
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 9";"Moto";5720
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 9";"Moto";6304
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 9";"Moto";2738
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 9";"Moto";3372
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 9";"Moto";2644
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 9";"Moto";2900
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 9";"Moto";2572
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 9";"Moto";2850
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 9";"Moto";4233
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 9";"Moto";4508
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 9";"Moto";4209
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 9";"Moto";4421
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Outros";"Comercial";5839
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Outros";"Comercial";7517
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Outros";"Comercial";10155
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Outros";"Comercial";11916
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Outros";"Comercial";9635
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Outros";"Comercial";11591
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Outros";"Comercial";8457
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Outros";"Comercial";11717
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Outros";"Comercial";7550
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Outros";"Comercial";11758
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Outros";"Comercial";6313
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Outros";"Comercial";6660
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Outros";"Comercial";6039
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Outros";"Comercial";6746
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Outros";"Comercial";5841
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Outros";"Comercial";6750
"AUTOPISTA FERNÃO DIAS";"01/02/2019";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 1";"Passeio";679784
"AUTOPISTA FERNÃO DIAS";"01/02/2019";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 1";"Passeio";720706
"AUTOPISTA FERNÃO DIAS";"01/02/2019";"Decrescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 1";"Passeio";275412
"AUTOPISTA FERNÃO DIAS";"01/02/2019";"Crescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 1";"Passeio";278504
"AUTOPISTA FERNÃO DIAS";"01/02/2019";"Decrescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 1";"Passeio";171670
"AUTOPISTA FERNÃO DIAS";"01/02/2019";"Crescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 1";"Passeio";172444
"AUTOPISTA FERNÃO DIAS";"01/02/2019";"Decrescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 1";"Passeio";116646
"AUTOPISTA FERNÃO DIAS";"01/02/2019";"Crescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 1";"Passeio";118602
"AUTOPISTA FERNÃO DIAS";"01/02/2019";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 1";"Passeio";107203
"AUTOPISTA FERNÃO DIAS";"01/02/2019";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 1";"Passeio";108475
"AUTOPISTA FERNÃO DIAS";"01/02/2019";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 1";"Passeio";93521
"AUTOPISTA FERNÃO DIAS";"01/02/2019";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 1";"Passeio";95477
"AUTOPISTA FERNÃO DIAS";"01/02/2019";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 1";"Passeio";95013
"AUTOPISTA FERNÃO DIAS";"01/02/2019";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 1";"Passeio";97347
"AUTOPISTA FERNÃO DIAS";"01/02/2019";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 1";"Passeio";118138
"AUTOPISTA FERNÃO DIAS";"01/02/2019";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 1";"Passeio";120844
"AUTOPISTA FERNÃO DIAS";"01/02/2019";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 2";"Comercial";61315
"AUTOPISTA FERNÃO DIAS";"01/02/2019";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 2";"Comercial";63358
"AUTOPISTA FERNÃO DIAS";"01/02/2019";"Decrescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 2";"Comercial";33244
