concessionaria;mes_ano;sentido;praca;tipo_cobranca;categoria;tipo_de_veiculo;volume_total
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 1";"Passeio";196077
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 1";"Passeio";148343
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 2";"Comercial";20710
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 2";"Comercial";19844
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 3";"Passeio";1143
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 3";"Passeio";930
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 4";"Comercial";30876
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 4";"Comercial";34375
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 5";"Passeio";143
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 5";"Passeio";151
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 6";"Comercial";18094
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 6";"Comercial";20379
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 7";"Comercial";14312
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 7";"Comercial";16875
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 8";"Comercial";26270
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 8";"Comercial";22060
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 9";"Moto";2426
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 9";"Moto";2159
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Outros";"Comercial";9176
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Outros";"Comercial";5576
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 1";"Passeio";170844
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 1";"Passeio";129484
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 2";"Comercial";18391
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 2";"Comercial";16638
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 3";"Passeio";1026
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 3";"Passeio";842
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 4";"Comercial";26950
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 4";"Comercial";29512
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 5";"Passeio";145
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 5";"Passeio";156
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 6";"Comercial";16668
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 6";"Comercial";15226
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 7";"Comercial";12018
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 7";"Comercial";14858
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 8";"Comercial";17565
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 8";"Comercial";19594
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 9";"Moto";2421
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 9";"Moto";2179
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Outros";"Comercial";5075
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Outros";"Comercial";4776
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 1";"Passeio";171525
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 1";"Passeio";133608
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 2";"Comercial";18010
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 2";"Comercial";16402
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 3";"Passeio";957
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 3";"Passeio";858
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 4";"Comercial";25826
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 4";"Comercial";28328
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 5";"Passeio";126
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 5";"Passeio";147
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 6";"Comercial";16336
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 6";"Comercial";14908
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 7";"Comercial";11876
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 7";"Comercial";14439
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 8";"Comercial";17055
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 8";"Comercial";18918
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 9";"Moto";3593
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 9";"Moto";3417
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Outros";"Comercial";4984
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Outros";"Comercial";4614
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 1";"Passeio";195167
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 1";"Passeio";162000
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 2";"Comercial";20398
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 2";"Comercial";19434
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 3";"Passeio";1153
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 3";"Passeio";1071
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 4";"Comercial";26661
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 4";"Comercial";29010
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 5";"Passeio";164
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 5";"Passeio";173
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 6";"Comercial";16908
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 6";"Comercial";15011
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 7";"Comercial";11831
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 7";"Comercial";14551
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 8";"Comercial";16988
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 8";"Comercial";18412
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 9";"Moto";3424
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 9";"Moto";3335
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Outros";"Comercial";4993
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Outros";"Comercial";4214
"AUTOPISTA FERNÃO DIAS";"01/02/2016";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 1";"Passeio";755763
"AUTOPISTA FERNÃO DIAS";"01/02/2016";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 1";"Passeio";749885
"AUTOPISTA FERNÃO DIAS";"01/02/2016";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 2";"Comercial";59002
"AUTOPISTA FERNÃO DIAS";"01/02/2016";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 2";"Comercial";58404
"AUTOPISTA FERNÃO DIAS";"01/02/2016";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 3";"Passeio";1442
"AUTOPISTA FERNÃO DIAS";"01/02/2016";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 3";"Passeio";1546
"AUTOPISTA FERNÃO DIAS";"01/02/2016";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 4";"Comercial";40568
"AUTOPISTA FERNÃO DIAS";"01/02/2016";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 4";"Comercial";39059
"AUTOPISTA FERNÃO DIAS";"01/02/2016";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 5";"Passeio";489
"AUTOPISTA FERNÃO DIAS";"01/02/2016";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 5";"Passeio";423
"AUTOPISTA FERNÃO DIAS";"01/02/2016";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 6";"Comercial";18896
"AUTOPISTA FERNÃO DIAS";"01/02/2016";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 6";"Comercial";21059
"AUTOPISTA FERNÃO DIAS";"01/02/2016";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 7";"Comercial";14899
"AUTOPISTA FERNÃO DIAS";"01/02/2016";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 7";"Comercial";15373
"AUTOPISTA FERNÃO DIAS";"01/02/2016";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 8";"Comercial";14759
"AUTOPISTA FERNÃO DIAS";"01/02/2016";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 8";"Comercial";13937
"AUTOPISTA FERNÃO DIAS";"01/02/2016";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 9";"Moto";21960
