concessionaria;mes_ano;sentido;praca;tipo_cobranca;categoria;tipo_de_veiculo;volume_total
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 3";"Passeio";1141
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 4";"Comercial";39196
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 4";"Comercial";40312
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 5";"Passeio";169
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 5";"Passeio";149
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 6";"Comercial";10046
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 6";"Comercial";10198
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 7";"Comercial";21703
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 7";"Comercial";21942
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 8";"Comercial";35830
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 8";"Comercial";35137
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 9";"Moto";2696
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 9";"Moto";2269
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Outros";"Comercial";11051
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Outros";"Comercial";10745
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 1";"Passeio";176837
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 1";"Passeio";131007
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 2";"Comercial";14302
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 2";"Comercial";14597
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 3";"Passeio";1082
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 3";"Passeio";892
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 4";"Comercial";34022
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 4";"Comercial";35641
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 5";"Passeio";148
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 5";"Passeio";138
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 6";"Comercial";9366
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 6";"Comercial";9113
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 7";"Comercial";19170
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 7";"Comercial";19945
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 8";"Comercial";25127
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 8";"Comercial";28002
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 9";"Moto";2663
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 9";"Moto";2390
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Outros";"Comercial";6740
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Outros";"Comercial";6729
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 1";"Passeio";179479
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 1";"Passeio";135696
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 2";"Comercial";14163
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 2";"Comercial";14615
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 3";"Passeio";1073
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 3";"Passeio";899
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 4";"Comercial";33039
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 4";"Comercial";34345
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 5";"Passeio";129
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 5";"Passeio";130
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 6";"Comercial";9261
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 6";"Comercial";8977
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 7";"Comercial";18975
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 7";"Comercial";19498
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 8";"Comercial";24376
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 8";"Comercial";26810
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 9";"Moto";4030
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 9";"Moto";3508
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Outros";"Comercial";6454
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Outros";"Comercial";6639
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 1";"Passeio";206066
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 1";"Passeio";165616
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 2";"Comercial";16449
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 2";"Comercial";17078
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 3";"Passeio";1227
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 3";"Passeio";1085
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 4";"Comercial";34302
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 4";"Comercial";35552
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 5";"Passeio";160
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 5";"Passeio";141
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 6";"Comercial";9276
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 6";"Comercial";9449
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 7";"Comercial";19136
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 7";"Comercial";19676
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 8";"Comercial";24584
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 8";"Comercial";27032
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 9";"Moto";3818
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 9";"Moto";3599
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Outros";"Comercial";6407
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Outros";"Comercial";5985
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 1";"Passeio";720531
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 1";"Passeio";712213
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 2";"Comercial";51252
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 2";"Comercial";48251
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 3";"Passeio";1196
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 3";"Passeio";1209
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 4";"Comercial";48137
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 4";"Comercial";47451
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 5";"Passeio";115
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 5";"Passeio";109
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 6";"Comercial";8952
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 6";"Comercial";8581
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 7";"Comercial";22302
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 7";"Comercial";21761
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 8";"Comercial";20369
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 8";"Comercial";21538
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 9";"Moto";20607
