concessionaria;mes_ano;sentido;praca;tipo_cobranca;categoria;tipo_de_veiculo;volume_total
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Outros";"Comercial";6131
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 1";"Passeio";172762
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 1";"Passeio";136070
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 2";"Comercial";19543
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 2";"Comercial";17825
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 3";"Passeio";836
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 3";"Passeio";856
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 4";"Comercial";26740
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 4";"Comercial";28636
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 5";"Passeio";141
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 5";"Passeio";138
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 6";"Comercial";19462
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 6";"Comercial";16885
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 7";"Comercial";12945
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 7";"Comercial";15273
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 8";"Comercial";19238
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 8";"Comercial";21430
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 9";"Moto";4451
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 9";"Moto";4209
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Outros";"Comercial";6334
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Outros";"Comercial";6052
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 1";"Passeio";196534
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 1";"Passeio";165315
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 2";"Comercial";21898
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 2";"Comercial";20476
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 3";"Passeio";1019
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 3";"Passeio";1028
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 4";"Comercial";27399
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 4";"Comercial";29454
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 5";"Passeio";181
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 5";"Passeio";161
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 6";"Comercial";19865
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 6";"Comercial";16993
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 7";"Comercial";12804
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 7";"Comercial";15246
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 8";"Comercial";18496
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 8";"Comercial";21191
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 9";"Moto";4277
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 9";"Moto";4131
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Outros";"Comercial";6328
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Outros";"Comercial";5698
"AUTOPISTA FERNÃO DIAS";"01/02/2018";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 1";"Passeio";711750
"AUTOPISTA FERNÃO DIAS";"01/02/2018";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 1";"Passeio";678957
"AUTOPISTA FERNÃO DIAS";"01/02/2018";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 2";"Comercial";56706
"AUTOPISTA FERNÃO DIAS";"01/02/2018";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 2";"Comercial";55197
"AUTOPISTA FERNÃO DIAS";"01/02/2018";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 3";"Passeio";1561
"AUTOPISTA FERNÃO DIAS";"01/02/2018";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 3";"Passeio";1531
"AUTOPISTA FERNÃO DIAS";"01/02/2018";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 4";"Comercial";38448
"AUTOPISTA FERNÃO DIAS";"01/02/2018";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 4";"Comercial";36468
"AUTOPISTA FERNÃO DIAS";"01/02/2018";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 5";"Passeio";169
"AUTOPISTA FERNÃO DIAS";"01/02/2018";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 5";"Passeio";151
"AUTOPISTA FERNÃO DIAS";"01/02/2018";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 6";"Comercial";20528
"AUTOPISTA FERNÃO DIAS";"01/02/2018";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 6";"Comercial";19828
"AUTOPISTA FERNÃO DIAS";"01/02/2018";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 7";"Comercial";14519
"AUTOPISTA FERNÃO DIAS";"01/02/2018";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 7";"Comercial";15175
"AUTOPISTA FERNÃO DIAS";"01/02/2018";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 8";"Comercial";15217
"AUTOPISTA FERNÃO DIAS";"01/02/2018";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 8";"Comercial";15089
"AUTOPISTA FERNÃO DIAS";"01/02/2018";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 9";"Moto";22854
