Concessionaria;mes_ano;Sentido;Praca;Categoria;Tipo_de_veiculo;Volume_total
CRT;01-04-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 9;Comercial;3033
CRT;01-04-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 9;Comercial;2823
CRT;01-05-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 9;Comercial;3277
CRT;01-05-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 9;Comercial;3002
CRT;01-06-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 9;Comercial;2664
CRT;01-06-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 9;Comercial;2612
CRT;01-07-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 9;Comercial;2928
CRT;01-07-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 9;Comercial;2814
CRT;01-08-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 9;Comercial;3072
CRT;01-08-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 9;Comercial;3058
CRT;01-09-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 9;Comercial;3230
CRT;01-09-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 9;Comercial;3266
CRT;01-10-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 9;Comercial;3184
CRT;01-10-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 9;Comercial;3351
CRT;01-11-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 9;Comercial;2930
CRT;01-11-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 9;Comercial;2903
CRT;01-12-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 9;Comercial;2795
CRT;01-12-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 9;Comercial;2790
CRT;01-01-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 10;Comercial;37
CRT;01-01-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 10;Comercial;38
CRT;01-02-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 10;Comercial;44
CRT;01-02-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 10;Comercial;42
CRT;01-03-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 10;Comercial;43
CRT;01-03-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 10;Comercial;42
CRT;01-04-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 10;Comercial;37
CRT;01-04-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 10;Comercial;34
CRT;01-05-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 10;Comercial;42
CRT;01-05-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 10;Comercial;31
CRT;01-06-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 10;Comercial;34
CRT;01-06-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 10;Comercial;25
CRT;01-07-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 10;Comercial;46
CRT;01-07-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 10;Comercial;45
CRT;01-08-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 10;Comercial;52
CRT;01-08-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 10;Comercial;54
CRT;01-09-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 10;Comercial;63
CRT;01-09-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 10;Comercial;68
CRT;01-10-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 10;Comercial;58
CRT;01-10-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 10;Comercial;61
CRT;01-11-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 10;Comercial;52
CRT;01-11-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 10;Comercial;58
CRT;01-12-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 10;Comercial;49
CRT;01-12-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 10;Comercial;66
CRT;01-01-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 11;Moto;6042
CRT;01-01-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 11;Moto;5814
CRT;01-02-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 11;Moto;4996
CRT;01-02-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 11;Moto;5597
CRT;01-03-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 11;Moto;5833
CRT;01-03-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 11;Moto;5889
CRT;01-04-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 11;Moto;5011
CRT;01-04-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 11;Moto;5360
CRT;01-05-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 11;Moto;5573
CRT;01-05-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 11;Moto;5878
CRT;01-06-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 11;Moto;5183
CRT;01-06-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 11;Moto;5351
CRT;01-07-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 11;Moto;4057
CRT;01-07-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 11;Moto;4325
CRT;01-08-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 11;Moto;5504
CRT;01-08-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 11;Moto;5920
CRT;01-09-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 11;Moto;4977
CRT;01-09-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 11;Moto;5485
CRT;01-10-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 11;Moto;4769
CRT;01-10-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 11;Moto;5431
CRT;01-11-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 11;Moto;4256
CRT;01-11-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 11;Moto;4515
CRT;01-12-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria 11;Moto;4814
CRT;01-12-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria 11;Moto;5801
CRT;01-01-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria Especial;Comercial;1211
CRT;01-01-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria Especial;Comercial;1160
CRT;01-02-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria Especial;Comercial;1085
CRT;01-02-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria Especial;Comercial;1010
CRT;01-03-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria Especial;Comercial;1141
CRT;01-03-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria Especial;Comercial;1198
CRT;01-04-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria Especial;Comercial;1197
CRT;01-04-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria Especial;Comercial;1258
CRT;01-05-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria Especial;Comercial;1198
CRT;01-05-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria Especial;Comercial;1113
CRT;01-06-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria Especial;Comercial;1000
CRT;01-06-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria Especial;Comercial;1068
CRT;01-07-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria Especial;Comercial;1233
CRT;01-07-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria Especial;Comercial;1261
CRT;01-08-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria Especial;Comercial;1172
CRT;01-08-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria Especial;Comercial;1201
CRT;01-09-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria Especial;Comercial;1324
CRT;01-09-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria Especial;Comercial;1421
CRT;01-10-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria Especial;Comercial;1419
CRT;01-10-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria Especial;Comercial;1409
CRT;01-11-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria Especial;Comercial;1327
CRT;01-11-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria Especial;Comercial;1268
CRT;01-12-2014;Crescente;Praça PN1 BR-116/RJ km 133,50;Categoria Especial;Comercial;1302
CRT;01-12-2014;Decrescente;Praça PN1 BR-116/RJ km 133,50;Categoria Especial;Comercial;1201
CRT;01-01-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 1;Passeio;11850
CRT;01-01-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 1;Passeio;13888
CRT;01-02-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 1;Passeio;9618
CRT;01-02-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 1;Passeio;11305
CRT;01-03-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 1;Passeio;10417
CRT;01-03-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 1;Passeio;12772
CRT;01-04-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 1;Passeio;11066
CRT;01-04-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 1;Passeio;12758
CRT;01-05-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 1;Passeio;10754
CRT;01-05-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 1;Passeio;12938
CRT;01-06-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 1;Passeio;10397
CRT;01-06-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 1;Passeio;13058
CRT;01-07-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 1;Passeio;11152
CRT;01-07-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 1;Passeio;13193
CRT;01-08-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 1;Passeio;11605
CRT;01-08-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 1;Passeio;14009
CRT;01-09-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 1;Passeio;10627
CRT;01-09-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 1;Passeio;11868
CRT;01-10-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 1;Passeio;10170
CRT;01-10-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 1;Passeio;11257
CRT;01-11-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 1;Passeio;9655
CRT;01-11-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 1;Passeio;11805
CRT;01-12-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 1;Passeio;11732
CRT;01-12-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 1;Passeio;13781
CRT;01-01-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 2;Comercial;2168
CRT;01-01-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 2;Comercial;3155
CRT;01-02-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 2;Comercial;1958
CRT;01-02-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 2;Comercial;2877
CRT;01-03-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 2;Comercial;1841
CRT;01-03-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 2;Comercial;2722
CRT;01-04-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 2;Comercial;1857
CRT;01-04-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 2;Comercial;2745
CRT;01-05-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 2;Comercial;2061
CRT;01-05-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 2;Comercial;2957
CRT;01-06-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 2;Comercial;1769
CRT;01-06-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 2;Comercial;2618
CRT;01-07-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 2;Comercial;2088
CRT;01-07-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 2;Comercial;3028
CRT;01-08-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 2;Comercial;2145
CRT;01-08-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 2;Comercial;2965
CRT;01-09-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 2;Comercial;2186
CRT;01-09-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 2;Comercial;2697
CRT;01-10-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 2;Comercial;2063
CRT;01-10-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 2;Comercial;2590
CRT;01-11-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 2;Comercial;1841
CRT;01-11-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 2;Comercial;2456
CRT;01-12-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 2;Comercial;2058
CRT;01-12-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 2;Comercial;2763
CRT;01-01-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 3;Passeio;35
CRT;01-01-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 3;Passeio;30
CRT;01-02-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 3;Passeio;28
CRT;01-02-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 3;Passeio;26
CRT;01-03-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 3;Passeio;20
CRT;01-03-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 3;Passeio;21
CRT;01-04-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 3;Passeio;64
CRT;01-04-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 3;Passeio;57
CRT;01-05-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 3;Passeio;33
CRT;01-05-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 3;Passeio;25
CRT;01-06-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 3;Passeio;45
CRT;01-06-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 3;Passeio;59
CRT;01-07-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 3;Passeio;33
CRT;01-07-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 3;Passeio;40
CRT;01-08-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 3;Passeio;20
CRT;01-08-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 3;Passeio;25
CRT;01-09-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 3;Passeio;20
CRT;01-09-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 3;Passeio;26
CRT;01-10-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 3;Passeio;16
CRT;01-10-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 3;Passeio;20
CRT;01-11-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 3;Passeio;32
CRT;01-11-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 3;Passeio;35
CRT;01-12-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 3;Passeio;29
CRT;01-12-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 3;Passeio;23
CRT;01-01-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 4;Comercial;418
CRT;01-01-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 4;Comercial;404
CRT;01-02-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 4;Comercial;444
CRT;01-02-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 4;Comercial;354
CRT;01-03-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 4;Comercial;418
CRT;01-03-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 4;Comercial;345
CRT;01-04-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 4;Comercial;473
CRT;01-04-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 4;Comercial;344
CRT;01-05-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 4;Comercial;565
CRT;01-05-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 4;Comercial;419
CRT;01-06-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 4;Comercial;526
CRT;01-06-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 4;Comercial;418
CRT;01-07-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 4;Comercial;659
CRT;01-07-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 4;Comercial;510
CRT;01-08-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 4;Comercial;661
CRT;01-08-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 4;Comercial;549
CRT;01-09-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 4;Comercial;753
CRT;01-09-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 4;Comercial;603
CRT;01-10-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 4;Comercial;723
CRT;01-10-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 4;Comercial;605
CRT;01-11-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 4;Comercial;565
CRT;01-11-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 4;Comercial;583
CRT;01-12-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 4;Comercial;630
CRT;01-12-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 4;Comercial;534
CRT;01-01-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 5;Passeio;6
CRT;01-01-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 5;Passeio;6
CRT;01-02-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 5;Passeio;6
CRT;01-02-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 5;Passeio;10
CRT;01-03-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 5;Passeio;2
CRT;01-03-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 5;Passeio;3
CRT;01-04-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 5;Passeio;4
CRT;01-04-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 5;Passeio;4
CRT;01-05-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 5;Passeio;9
CRT;01-05-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 5;Passeio;12
CRT;01-06-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 5;Passeio;13
CRT;01-06-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 5;Passeio;13
CRT;01-07-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 5;Passeio;10
CRT;01-07-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 5;Passeio;4
CRT;01-08-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 5;Passeio;17
CRT;01-08-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 5;Passeio;19
CRT;01-09-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 5;Passeio;5
CRT;01-09-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 5;Passeio;5
CRT;01-10-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 5;Passeio;3
CRT;01-10-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 5;Passeio;3
CRT;01-11-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 5;Passeio;14
CRT;01-11-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 5;Passeio;10
CRT;01-12-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 5;Passeio;6
CRT;01-12-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 5;Passeio;3
CRT;01-01-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 6;Comercial;74
CRT;01-01-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 6;Comercial;43
CRT;01-02-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 6;Comercial;71
CRT;01-02-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 6;Comercial;48
CRT;01-03-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 6;Comercial;68
CRT;01-03-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 6;Comercial;49
CRT;01-04-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 6;Comercial;60
CRT;01-04-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 6;Comercial;34
CRT;01-05-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 6;Comercial;70
CRT;01-05-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 6;Comercial;52
CRT;01-06-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 6;Comercial;77
CRT;01-06-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 6;Comercial;58
CRT;01-07-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 6;Comercial;72
CRT;01-07-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 6;Comercial;71
CRT;01-08-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 6;Comercial;65
CRT;01-08-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 6;Comercial;53
CRT;01-09-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 6;Comercial;71
CRT;01-09-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 6;Comercial;77
CRT;01-10-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 6;Comercial;71
CRT;01-10-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 6;Comercial;52
CRT;01-11-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 6;Comercial;57
CRT;01-11-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 6;Comercial;56
CRT;01-12-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 6;Comercial;92
CRT;01-12-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 6;Comercial;52
CRT;01-01-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 7;Comercial;407
CRT;01-01-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 7;Comercial;244
CRT;01-02-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 7;Comercial;392
CRT;01-02-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 7;Comercial;251
CRT;01-03-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 7;Comercial;281
CRT;01-03-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 7;Comercial;191
CRT;01-04-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 7;Comercial;280
CRT;01-04-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 7;Comercial;202
CRT;01-05-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 7;Comercial;300
CRT;01-05-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 7;Comercial;214
CRT;01-06-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 7;Comercial;270
CRT;01-06-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 7;Comercial;226
CRT;01-07-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 7;Comercial;328
CRT;01-07-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 7;Comercial;300
CRT;01-08-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 7;Comercial;272
CRT;01-08-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 7;Comercial;233
