Concessionaria;mes_ano;Sentido;Praca;Categoria;Tipo_de_veiculo;Volume_total
AUTOPISTA FERNÃO DIAS;01-09-2014;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 7;Comercial;32930
AUTOPISTA FERNÃO DIAS;01-09-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 7;Comercial;33171
AUTOPISTA FERNÃO DIAS;01-10-2014;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 7;Comercial;34893
AUTOPISTA FERNÃO DIAS;01-10-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 7;Comercial;35077
AUTOPISTA FERNÃO DIAS;01-11-2014;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 7;Comercial;32670
AUTOPISTA FERNÃO DIAS;01-11-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 7;Comercial;32810
AUTOPISTA FERNÃO DIAS;01-12-2014;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 7;Comercial;29545
AUTOPISTA FERNÃO DIAS;01-12-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 7;Comercial;28353
AUTOPISTA FERNÃO DIAS;01-01-2014;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 8;Comercial;33239
AUTOPISTA FERNÃO DIAS;01-01-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 8;Comercial;32087
AUTOPISTA FERNÃO DIAS;01-02-2014;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 8;Comercial;34185
AUTOPISTA FERNÃO DIAS;01-02-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 8;Comercial;32243
AUTOPISTA FERNÃO DIAS;01-03-2014;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 8;Comercial;34484
AUTOPISTA FERNÃO DIAS;01-03-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 8;Comercial;33691
AUTOPISTA FERNÃO DIAS;01-04-2014;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 8;Comercial;34798
AUTOPISTA FERNÃO DIAS;01-04-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 8;Comercial;33343
AUTOPISTA FERNÃO DIAS;01-05-2014;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 8;Comercial;36954
AUTOPISTA FERNÃO DIAS;01-05-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 8;Comercial;35496
AUTOPISTA FERNÃO DIAS;01-06-2014;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 8;Comercial;32110
AUTOPISTA FERNÃO DIAS;01-06-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 8;Comercial;31072
AUTOPISTA FERNÃO DIAS;01-07-2014;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 8;Comercial;34838
AUTOPISTA FERNÃO DIAS;01-07-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 8;Comercial;33874
AUTOPISTA FERNÃO DIAS;01-08-2014;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 8;Comercial;36302
AUTOPISTA FERNÃO DIAS;01-08-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 8;Comercial;36067
AUTOPISTA FERNÃO DIAS;01-09-2014;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 8;Comercial;37951
AUTOPISTA FERNÃO DIAS;01-09-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 8;Comercial;36534
AUTOPISTA FERNÃO DIAS;01-10-2014;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 8;Comercial;39965
AUTOPISTA FERNÃO DIAS;01-10-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 8;Comercial;38488
AUTOPISTA FERNÃO DIAS;01-11-2014;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 8;Comercial;37904
AUTOPISTA FERNÃO DIAS;01-11-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 8;Comercial;36926
AUTOPISTA FERNÃO DIAS;01-12-2014;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 8;Comercial;35552
AUTOPISTA FERNÃO DIAS;01-12-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 8;Comercial;32510
AUTOPISTA FERNÃO DIAS;01-01-2014;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 9;Moto;11854
AUTOPISTA FERNÃO DIAS;01-01-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 9;Moto;10893
AUTOPISTA FERNÃO DIAS;01-02-2014;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 9;Moto;10016
AUTOPISTA FERNÃO DIAS;01-02-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 9;Moto;9704
AUTOPISTA FERNÃO DIAS;01-03-2014;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 9;Moto;11023
AUTOPISTA FERNÃO DIAS;01-03-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 9;Moto;10450
AUTOPISTA FERNÃO DIAS;01-04-2014;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 9;Moto;10452
AUTOPISTA FERNÃO DIAS;01-04-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 9;Moto;10060
AUTOPISTA FERNÃO DIAS;01-05-2014;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 9;Moto;9456
AUTOPISTA FERNÃO DIAS;01-05-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 9;Moto;9424
AUTOPISTA FERNÃO DIAS;01-06-2014;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 9;Moto;11212
AUTOPISTA FERNÃO DIAS;01-06-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 9;Moto;10671
AUTOPISTA FERNÃO DIAS;01-07-2014;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 9;Moto;8671
AUTOPISTA FERNÃO DIAS;01-07-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 9;Moto;8374
AUTOPISTA FERNÃO DIAS;01-08-2014;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 9;Moto;10303
AUTOPISTA FERNÃO DIAS;01-08-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 9;Moto;9975
AUTOPISTA FERNÃO DIAS;01-09-2014;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 9;Moto;11271
AUTOPISTA FERNÃO DIAS;01-09-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 9;Moto;10862
AUTOPISTA FERNÃO DIAS;01-10-2014;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 9;Moto;10137
AUTOPISTA FERNÃO DIAS;01-10-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 9;Moto;9828
AUTOPISTA FERNÃO DIAS;01-11-2014;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 9;Moto;9462
AUTOPISTA FERNÃO DIAS;01-11-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 9;Moto;8963
AUTOPISTA FERNÃO DIAS;01-12-2014;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 9;Moto;9608
AUTOPISTA FERNÃO DIAS;01-12-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 9;Moto;10158
AUTOPISTA FERNÃO DIAS;01-01-2014;Crescente;Praça 02 BR-381/SP km 7,30;Outros;Comercial;10559
AUTOPISTA FERNÃO DIAS;01-01-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Outros;Comercial;10340
AUTOPISTA FERNÃO DIAS;01-02-2014;Crescente;Praça 02 BR-381/SP km 7,30;Outros;Comercial;10902
AUTOPISTA FERNÃO DIAS;01-02-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Outros;Comercial;10874
AUTOPISTA FERNÃO DIAS;01-03-2014;Crescente;Praça 02 BR-381/SP km 7,30;Outros;Comercial;11983
AUTOPISTA FERNÃO DIAS;01-03-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Outros;Comercial;11860
AUTOPISTA FERNÃO DIAS;01-04-2014;Crescente;Praça 02 BR-381/SP km 7,30;Outros;Comercial;11683
AUTOPISTA FERNÃO DIAS;01-04-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Outros;Comercial;11129
AUTOPISTA FERNÃO DIAS;01-05-2014;Crescente;Praça 02 BR-381/SP km 7,30;Outros;Comercial;11025
AUTOPISTA FERNÃO DIAS;01-05-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Outros;Comercial;12279
AUTOPISTA FERNÃO DIAS;01-06-2014;Crescente;Praça 02 BR-381/SP km 7,30;Outros;Comercial;10788
AUTOPISTA FERNÃO DIAS;01-06-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Outros;Comercial;10206
AUTOPISTA FERNÃO DIAS;01-07-2014;Crescente;Praça 02 BR-381/SP km 7,30;Outros;Comercial;11203
AUTOPISTA FERNÃO DIAS;01-07-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Outros;Comercial;11165
AUTOPISTA FERNÃO DIAS;01-08-2014;Crescente;Praça 02 BR-381/SP km 7,30;Outros;Comercial;11689
AUTOPISTA FERNÃO DIAS;01-08-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Outros;Comercial;11355
AUTOPISTA FERNÃO DIAS;01-09-2014;Crescente;Praça 02 BR-381/SP km 7,30;Outros;Comercial;12040
AUTOPISTA FERNÃO DIAS;01-09-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Outros;Comercial;11451
AUTOPISTA FERNÃO DIAS;01-10-2014;Crescente;Praça 02 BR-381/SP km 7,30;Outros;Comercial;12339
AUTOPISTA FERNÃO DIAS;01-10-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Outros;Comercial;13202
AUTOPISTA FERNÃO DIAS;01-11-2014;Crescente;Praça 02 BR-381/SP km 7,30;Outros;Comercial;11838
AUTOPISTA FERNÃO DIAS;01-11-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Outros;Comercial;11100
AUTOPISTA FERNÃO DIAS;01-12-2014;Crescente;Praça 02 BR-381/SP km 7,30;Outros;Comercial;10341
AUTOPISTA FERNÃO DIAS;01-12-2014;Decrescente;Praça 02 BR-381/SP km 7,30;Outros;Comercial;8757
AUTOPISTA FERNÃO DIAS;01-01-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 1;Passeio;268527
AUTOPISTA FERNÃO DIAS;01-01-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 1;Passeio;209049
AUTOPISTA FERNÃO DIAS;01-02-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 1;Passeio;161104
AUTOPISTA FERNÃO DIAS;01-02-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 1;Passeio;169030
AUTOPISTA FERNÃO DIAS;01-03-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 1;Passeio;200033
AUTOPISTA FERNÃO DIAS;01-03-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 1;Passeio;191529
AUTOPISTA FERNÃO DIAS;01-04-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 1;Passeio;196836
AUTOPISTA FERNÃO DIAS;01-04-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 1;Passeio;202926
AUTOPISTA FERNÃO DIAS;01-05-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 1;Passeio;178970
AUTOPISTA FERNÃO DIAS;01-05-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 1;Passeio;183975
AUTOPISTA FERNÃO DIAS;01-06-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 1;Passeio;191737
AUTOPISTA FERNÃO DIAS;01-06-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 1;Passeio;212138
AUTOPISTA FERNÃO DIAS;01-07-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 1;Passeio;215861
AUTOPISTA FERNÃO DIAS;01-07-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 1;Passeio;202617
AUTOPISTA FERNÃO DIAS;01-08-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 1;Passeio;190609
AUTOPISTA FERNÃO DIAS;01-08-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 1;Passeio;192073
AUTOPISTA FERNÃO DIAS;01-09-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 1;Passeio;179356
AUTOPISTA FERNÃO DIAS;01-09-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 1;Passeio;181317
AUTOPISTA FERNÃO DIAS;01-10-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 1;Passeio;184001
AUTOPISTA FERNÃO DIAS;01-10-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 1;Passeio;188964
AUTOPISTA FERNÃO DIAS;01-11-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 1;Passeio;185578
AUTOPISTA FERNÃO DIAS;01-11-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 1;Passeio;186388
AUTOPISTA FERNÃO DIAS;01-12-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 1;Passeio;217444
AUTOPISTA FERNÃO DIAS;01-12-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 1;Passeio;304684
AUTOPISTA FERNÃO DIAS;01-01-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 2;Comercial;23334
AUTOPISTA FERNÃO DIAS;01-01-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 2;Comercial;23553
AUTOPISTA FERNÃO DIAS;01-02-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 2;Comercial;21537
AUTOPISTA FERNÃO DIAS;01-02-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 2;Comercial;22187
AUTOPISTA FERNÃO DIAS;01-03-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 2;Comercial;22534
AUTOPISTA FERNÃO DIAS;01-03-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 2;Comercial;22797
AUTOPISTA FERNÃO DIAS;01-04-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 2;Comercial;22421
AUTOPISTA FERNÃO DIAS;01-04-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 2;Comercial;22926
AUTOPISTA FERNÃO DIAS;01-05-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 2;Comercial;22993
AUTOPISTA FERNÃO DIAS;01-05-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 2;Comercial;23463
AUTOPISTA FERNÃO DIAS;01-06-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 2;Comercial;21501
AUTOPISTA FERNÃO DIAS;01-06-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 2;Comercial;21829
AUTOPISTA FERNÃO DIAS;01-07-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 2;Comercial;23772
AUTOPISTA FERNÃO DIAS;01-07-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 2;Comercial;24007
AUTOPISTA FERNÃO DIAS;01-08-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 2;Comercial;23485
AUTOPISTA FERNÃO DIAS;01-08-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 2;Comercial;23792
AUTOPISTA FERNÃO DIAS;01-09-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 2;Comercial;23185
AUTOPISTA FERNÃO DIAS;01-09-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 2;Comercial;23687
AUTOPISTA FERNÃO DIAS;01-10-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 2;Comercial;24533
AUTOPISTA FERNÃO DIAS;01-10-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 2;Comercial;25028
AUTOPISTA FERNÃO DIAS;01-11-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 2;Comercial;22829
AUTOPISTA FERNÃO DIAS;01-11-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 2;Comercial;23270
AUTOPISTA FERNÃO DIAS;01-12-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 2;Comercial;23726
AUTOPISTA FERNÃO DIAS;01-12-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 2;Comercial;24370
AUTOPISTA FERNÃO DIAS;01-01-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 3;Passeio;1189
AUTOPISTA FERNÃO DIAS;01-01-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 3;Passeio;1063
AUTOPISTA FERNÃO DIAS;01-02-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 3;Passeio;773
AUTOPISTA FERNÃO DIAS;01-02-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 3;Passeio;857
AUTOPISTA FERNÃO DIAS;01-03-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 3;Passeio;827
AUTOPISTA FERNÃO DIAS;01-03-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 3;Passeio;839
AUTOPISTA FERNÃO DIAS;01-04-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 3;Passeio;776
AUTOPISTA FERNÃO DIAS;01-04-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 3;Passeio;806
AUTOPISTA FERNÃO DIAS;01-05-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 3;Passeio;875
AUTOPISTA FERNÃO DIAS;01-05-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 3;Passeio;955
AUTOPISTA FERNÃO DIAS;01-06-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 3;Passeio;921
AUTOPISTA FERNÃO DIAS;01-06-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 3;Passeio;1032
AUTOPISTA FERNÃO DIAS;01-07-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 3;Passeio;954
AUTOPISTA FERNÃO DIAS;01-07-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 3;Passeio;926
AUTOPISTA FERNÃO DIAS;01-08-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 3;Passeio;764
AUTOPISTA FERNÃO DIAS;01-08-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 3;Passeio;796
AUTOPISTA FERNÃO DIAS;01-09-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 3;Passeio;791
AUTOPISTA FERNÃO DIAS;01-09-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 3;Passeio;843
AUTOPISTA FERNÃO DIAS;01-10-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 3;Passeio;832
AUTOPISTA FERNÃO DIAS;01-10-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 3;Passeio;896
AUTOPISTA FERNÃO DIAS;01-11-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 3;Passeio;804
AUTOPISTA FERNÃO DIAS;01-11-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 3;Passeio;858
AUTOPISTA FERNÃO DIAS;01-12-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 3;Passeio;1055
AUTOPISTA FERNÃO DIAS;01-12-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 3;Passeio;1417
AUTOPISTA FERNÃO DIAS;01-01-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 4;Comercial;40451
AUTOPISTA FERNÃO DIAS;01-01-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 4;Comercial;40871
AUTOPISTA FERNÃO DIAS;01-02-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 4;Comercial;39432
AUTOPISTA FERNÃO DIAS;01-02-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 4;Comercial;40151
AUTOPISTA FERNÃO DIAS;01-03-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 4;Comercial;39894
AUTOPISTA FERNÃO DIAS;01-03-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 4;Comercial;40136
AUTOPISTA FERNÃO DIAS;01-04-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 4;Comercial;39457
AUTOPISTA FERNÃO DIAS;01-04-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 4;Comercial;39693
AUTOPISTA FERNÃO DIAS;01-05-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 4;Comercial;41251
AUTOPISTA FERNÃO DIAS;01-05-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 4;Comercial;41628
AUTOPISTA FERNÃO DIAS;01-06-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 4;Comercial;37955
AUTOPISTA FERNÃO DIAS;01-06-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 4;Comercial;37420
AUTOPISTA FERNÃO DIAS;01-07-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 4;Comercial;42177
AUTOPISTA FERNÃO DIAS;01-07-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 4;Comercial;42197
AUTOPISTA FERNÃO DIAS;01-08-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 4;Comercial;42764
AUTOPISTA FERNÃO DIAS;01-08-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 4;Comercial;42734
AUTOPISTA FERNÃO DIAS;01-09-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 4;Comercial;41829
AUTOPISTA FERNÃO DIAS;01-09-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 4;Comercial;41529
AUTOPISTA FERNÃO DIAS;01-10-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 4;Comercial;43040
AUTOPISTA FERNÃO DIAS;01-10-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 4;Comercial;42923
AUTOPISTA FERNÃO DIAS;01-11-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 4;Comercial;40467
AUTOPISTA FERNÃO DIAS;01-11-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 4;Comercial;40752
AUTOPISTA FERNÃO DIAS;01-12-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 4;Comercial;38622
AUTOPISTA FERNÃO DIAS;01-12-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 4;Comercial;38024
AUTOPISTA FERNÃO DIAS;01-01-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 5;Passeio;93
AUTOPISTA FERNÃO DIAS;01-01-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 5;Passeio;92
AUTOPISTA FERNÃO DIAS;01-02-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 5;Passeio;93
AUTOPISTA FERNÃO DIAS;01-02-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 5;Passeio;95
AUTOPISTA FERNÃO DIAS;01-03-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 5;Passeio;100
AUTOPISTA FERNÃO DIAS;01-03-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 5;Passeio;84
AUTOPISTA FERNÃO DIAS;01-04-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 5;Passeio;112
AUTOPISTA FERNÃO DIAS;01-04-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 5;Passeio;103
AUTOPISTA FERNÃO DIAS;01-05-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 5;Passeio;106
AUTOPISTA FERNÃO DIAS;01-05-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 5;Passeio;104
AUTOPISTA FERNÃO DIAS;01-06-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 5;Passeio;123
AUTOPISTA FERNÃO DIAS;01-06-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 5;Passeio;136
AUTOPISTA FERNÃO DIAS;01-07-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 5;Passeio;133
AUTOPISTA FERNÃO DIAS;01-07-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 5;Passeio;129
AUTOPISTA FERNÃO DIAS;01-08-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 5;Passeio;130
AUTOPISTA FERNÃO DIAS;01-08-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 5;Passeio;157
AUTOPISTA FERNÃO DIAS;01-09-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 5;Passeio;129
AUTOPISTA FERNÃO DIAS;01-09-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 5;Passeio;123
AUTOPISTA FERNÃO DIAS;01-10-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 5;Passeio;127
AUTOPISTA FERNÃO DIAS;01-10-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 5;Passeio;141
AUTOPISTA FERNÃO DIAS;01-11-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 5;Passeio;128
AUTOPISTA FERNÃO DIAS;01-11-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 5;Passeio;117
AUTOPISTA FERNÃO DIAS;01-12-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 5;Passeio;146
AUTOPISTA FERNÃO DIAS;01-12-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 5;Passeio;157
AUTOPISTA FERNÃO DIAS;01-01-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 6;Comercial;9706
AUTOPISTA FERNÃO DIAS;01-01-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 6;Comercial;9467
AUTOPISTA FERNÃO DIAS;01-02-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 6;Comercial;10753
AUTOPISTA FERNÃO DIAS;01-02-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 6;Comercial;10635
AUTOPISTA FERNÃO DIAS;01-03-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 6;Comercial;10658
AUTOPISTA FERNÃO DIAS;01-03-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 6;Comercial;10709
AUTOPISTA FERNÃO DIAS;01-04-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 6;Comercial;10740
AUTOPISTA FERNÃO DIAS;01-04-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 6;Comercial;10581
AUTOPISTA FERNÃO DIAS;01-05-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 6;Comercial;11341
AUTOPISTA FERNÃO DIAS;01-05-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 6;Comercial;11016
AUTOPISTA FERNÃO DIAS;01-06-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 6;Comercial;10158
AUTOPISTA FERNÃO DIAS;01-06-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 6;Comercial;9610
AUTOPISTA FERNÃO DIAS;01-07-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 6;Comercial;10912
AUTOPISTA FERNÃO DIAS;01-07-2014;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 6;Comercial;10236
AUTOPISTA FERNÃO DIAS;01-08-2014;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 6;Comercial;11046
