concessionaria;mes_ano;sentido;praca;tipo_cobranca;categoria;tipo_de_veiculo;volume_total
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 4";"Comercial";32851
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 4";"Comercial";34145
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 5";"Passeio";221
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 5";"Passeio";146
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 6";"Comercial";24210
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 6";"Comercial";21813
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 7";"Comercial";16816
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 7";"Comercial";19569
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 8";"Comercial";22946
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 8";"Comercial";23218
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 9";"Moto";9705
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 9";"Moto";8642
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Outros";"Comercial";9559
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Outros";"Comercial";7757
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 1";"Passeio";275774
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 1";"Passeio";217760
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 2";"Comercial";26742
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 2";"Comercial";25032
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 3";"Passeio";1237
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 3";"Passeio";1042
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 4";"Comercial";29859
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 4";"Comercial";31391
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 5";"Passeio";144
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 5";"Passeio";137
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 6";"Comercial";21211
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 6";"Comercial";19286
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 7";"Comercial";15628
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 7";"Comercial";18085
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 8";"Comercial";22316
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 8";"Comercial";22295
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 9";"Moto";4919
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 9";"Moto";4505
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Outros";"Comercial";9457
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Outros";"Comercial";7647
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 1";"Passeio";210493
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 1";"Passeio";159841
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 2";"Comercial";23541
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 2";"Comercial";21183
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 3";"Passeio";1163
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 3";"Passeio";1133
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 4";"Comercial";31363
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 4";"Comercial";33324
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 5";"Passeio";149
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 5";"Passeio";168
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 6";"Comercial";20288
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 6";"Comercial";20445
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 7";"Comercial";15449
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 7";"Comercial";17898
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 8";"Comercial";25430
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 8";"Comercial";23901
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 9";"Moto";3009
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 9";"Moto";2532
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Outros";"Comercial";9982
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Outros";"Comercial";7175
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 1";"Passeio";193193
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 1";"Passeio";150715
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 2";"Comercial";21340
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 2";"Comercial";19541
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 3";"Passeio";1098
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 3";"Passeio";946
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 4";"Comercial";30442
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 4";"Comercial";33279
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 5";"Passeio";146
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 5";"Passeio";135
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 6";"Comercial";19336
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 6";"Comercial";21346
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 7";"Comercial";14419
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 7";"Comercial";16679
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 8";"Comercial";27481
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 8";"Comercial";23732
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 9";"Moto";2696
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 9";"Moto";2456
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Outros";"Comercial";10173
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Outros";"Comercial";6318
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 1";"Passeio";168219
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 1";"Passeio";130709
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 2";"Comercial";19030
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 2";"Comercial";17607
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 3";"Passeio";971
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 3";"Passeio";824
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 4";"Comercial";26181
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 4";"Comercial";28660
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 5";"Passeio";160
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 5";"Passeio";137
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 6";"Comercial";17484
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 6";"Comercial";16031
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 7";"Comercial";12053
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 7";"Comercial";14363
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 8";"Comercial";18570
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 8";"Comercial";19569
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 9";"Moto";2563
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 9";"Moto";2382
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Outros";"Comercial";5906
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Outros";"Comercial";5254
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 1";"Passeio";169303
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 1";"Passeio";135110
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 2";"Comercial";19733
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 2";"Comercial";17253
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 3";"Passeio";919
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 3";"Passeio";888
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 4";"Comercial";25644
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 4";"Comercial";27455
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 5";"Passeio";126
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 5";"Passeio";143
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 6";"Comercial";17122
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 6";"Comercial";15623
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 7";"Comercial";12095
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 7";"Comercial";14233
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 8";"Comercial";17388
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 8";"Comercial";19410
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 9";"Moto";4403
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 9";"Moto";4277
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Outros";"Comercial";5571
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Outros";"Comercial";5195
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 1";"Passeio";195841
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 1";"Passeio";166959
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 2";"Comercial";21455
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 2";"Comercial";21224
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 3";"Passeio";1147
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 3";"Passeio";1077
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 4";"Comercial";26351
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 4";"Comercial";28582
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 5";"Passeio";164
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 5";"Passeio";165
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 6";"Comercial";17959
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 6";"Comercial";15772
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 7";"Comercial";11856
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 7";"Comercial";14751
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 8";"Comercial";17698
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 8";"Comercial";17876
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 9";"Moto";3898
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 9";"Moto";4046
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Outros";"Comercial";5754
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Outros";"Comercial";4580
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 1";"Passeio";729215
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 1";"Passeio";728869
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 2";"Comercial";56532
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 2";"Comercial";54987
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 3";"Passeio";1458
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 3";"Passeio";1631
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 4";"Comercial";38818
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 4";"Comercial";36623
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 5";"Passeio";342
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 5";"Passeio";223
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 6";"Comercial";19431
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 6";"Comercial";19963
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 7";"Comercial";14602
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 7";"Comercial";15522
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 8";"Comercial";14968
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 8";"Comercial";15448
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 9";"Moto";23346
